dept,number,name,section,term,credits,mode,instructor
SOC,495,Topics in Sociology,"Section 007 (LEC) Census 2020, Shifting Political Power and the Fight Over Voting Rights Meets 08/31/20 - 10/16/20. (Drop/Add deadline=09/14/20.).",FA 2020,1,Online,"Neidert,Lisa J Instructor: Farley, Ren"
SOC,498,Honors:  Data Collection and Analysis,Section 001 (SEM),FA 2020,3,Hybrid,"Anspach,Renee"
SOC,595,Topics in Sociology,Section 001 (SEM) Inside Out,FA 2020,3,Online,"Pickus, Becca"
SPACE,101,Rocket Science,Section 001 (LEC),FA 2020,credit).,Online,"Ruf,Christopher S"
SPACE,320,Earth Systems Evolution,Section 001 (LEC),FA 2020,3,Online,"Moldwin,Mark"
SPACE,370,Solar-Terrestrial Relations,Section 801 (LEC),FA 2020,4,Online,"Pulkkinen,Tuija"
SPACE,574,Introduction to Space Physics,Section 001 (LEC),FA 2020,credit).,Online,"Jia,Xianzhe"
SPACE,103,Introduction to Space Weather,Section 001 (LEC),FA 2020,3,Online,"Zou,Shasha"
SPACE,370,Solar-Terrestrial Relations,Section 001 (LEC),FA 2020,4,Hybrid,"Pulkkinen,Tuija"
SPACE,380,Introduction to Atmospheric Radiation,Section 001 (LEC),FA 2020,3,Online,"Landi,Enrico"
SPACE,597,Fundamentals of Space Plasma Physics,Section 001 (LEC),FA 2020,credit).,Online,"Gombosi,Tamas I"
SPANISH,101,Elementary Spanish,Section 001 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 005 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 009 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 013 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 019 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 031 (REC),FA 2020,4,Online,"Piper,Teresa Miles"
SPANISH,102,Elementary Spanish,Section 003 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 001 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 003 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 005 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 011 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 016 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 020 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 026 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 030 (REC),FA 2020,4,Online,
SPANISH,230,Intensive Second-Year Spanish,Section 001 (REC),FA 2020,8,Online,
SPANISH,231,Second-Year Spanish,Section 002 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 004 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 007 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 009 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 011 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 013 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 015 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 018 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 020 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 029 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 036 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 038 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 040 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 044 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 046 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 054 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 056 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 059 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 002 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 005 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 009 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 013 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 015 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 017 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 023 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 025 (REC) LGBTQA in the Hispanic World: Artistic and Cultural Manifestations,FA 2020,4,Online,"Ramos Silgado,Yeray"
SPANISH,232,"Second-Year Spanish, Continued",Section 031 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 033 (REC) Artefactos y patrimonio cultural,FA 2020,4,Online,"Calixto,Tatiana M"
SPANISH,232,"Second-Year Spanish, Continued",Section 038 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 041 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 045 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 048 (REC) LGBTQA in the Hispanic World: Artistic and Cultural Manifestations,FA 2020,4,Online,"Ramos Silgado,Yeray"
SPANISH,232,"Second-Year Spanish, Continued",Section 055 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 059 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 065 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 069 (REC) The Hispanic World Through Food,FA 2020,4,Online,"Mc Alister II,William Lee"
SPANISH,232,"Second-Year Spanish, Continued",Section 071 (REC),FA 2020,4,Online,
SPANISH,277,Spanish Grammar and Composition,Section 002 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 005 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 008 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 012 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 014 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 017 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 020 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 023 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 026 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 028 (REC),FA 2020,3,Online,
SPANISH,278,Spanish for Heritage Language Learners,Section 001 (REC),FA 2020,3,Online,"Galvan-Santibanez,Maria"
SPANISH,280,Conversation Through Spanish/Latin American Film,Section 002 (REC) El individuo en comunidad,FA 2020,3,Online,"Freire Hermida, Mar"
SPANISH,280,Conversation Through Spanish/Latin American Film,Section 004 (REC) Migracion e identidades culturales en el cine espanol,FA 2020,3,Online,"dos Santos, Luis Miguel"
SPANISH,283,Spanish for the Professions,Section 001 (REC) Medical,FA 2020,3,Online,"Dorantes,Maria De Lourdes"
SPANISH,283,Spanish for the Professions,Section 003 (REC) Business,FA 2020,3,Online,"Dorantes,Maria De Lourdes"
SPANISH,289,Introduction to Translation,Section 003 (REC),FA 2020,3,Hybrid,"Pollard,Dennis D"
SPANISH,291,Introduction to Catalan Language and Culture,Section 001 (REC),FA 2020,3,Online,"Coll Ramirez,Susanna"
SPANISH,295,"Introduction to Literature, Culture, and the Arts in the Hispanic World",Section 001 (REC),FA 2020,3,Online,"Pensa,Maria"
SPANISH,295,"Introduction to Literature, Culture, and the Arts in the Hispanic World",Section 003 (REC),FA 2020,3,Online,"Ndaw,Amanda"
SPANISH,296,Special Topics in Hispanic Literatures and Cultures,"Section 001 (REC) La muerte en Mexico: celebracion, sacrificios y masacres",FA 2020,3,Online,"Hernandez,Jaime"
SPANISH,298,Introduction to Spanish Linguistics,Section 003 (LEC),FA 2020,3,Online,"Garcia-Amaya,Lorenzo"
SPANISH,315,Contemporary Issues in the Caribbean and South America,Section 001 (REC) Domestic Workers in Latin America,FA 2020,3,Hybrid,"Langland,Victoria Ann"
SPANISH,333,Techniques of Pronunciation and Oral Expression,Section 001 (REC),FA 2020,3,Online,"Gallego,Olga"
SPANISH,373,Topics in Hispanic Studies,Section 001 (REC) Theater Workshop: Staging Raza,FA 2020,3,Hybrid,"Nunez,Sophia"
SPANISH,373,Topics in Hispanic Studies,"Section 004 (REC) The Post-Dictatorship Era: Argentina, Chile, and Guatemala Between Movies and Arts",FA 2020,3,Online,"Russo,Michela"
SPANISH,385,Race and Ethnicity in the Hispanic World,Section 001 (REC) The Language of Reggaeton,FA 2020,3,Online,"Satterfield,Teresa L"
SPANISH,385,Race and Ethnicity in the Hispanic World,"Section 099 (REC) Race and ""Blood Purity"" in Medieval Spain",FA 2020,3,Online,"Szpiech,Ryan Wesley"
SPANISH,415,Problems in Language Translation,Section 001 (LEC),FA 2020,3,Online,"Gallego,Olga"
SPANISH,420,Latin American & Latino/a Film Studies,Section 002 (REC) Cine Latinoamericano: Desplazamientos Y Movimientos Sociales,FA 2020,3,Online,"Herrero-Olaizola,Alejandro"
SPANISH,421,Cinema From Spain,Section 001 (REC) Contemporary Cinema from Spain,FA 2020,3,Online,"De Entrambasaguas-Monsell,Javier"
SPANISH,426,Film Genres in the Hispanic World,Section 002 (REC) Film Genre in Modern and Contemporary Spain,FA 2020,3,Online,"Moreiras-Menor,Cristina"
SPANISH,430,Advanced Studies in Hispanic Culture and Society,Section 002 (LEC) Body Writing,FA 2020,3,Online,"Nunez,Sophia"
SPANISH,432,"Gender, Sexuality, and Culture",Section 002 (REC),FA 2020,3,Online,"Russo,Michela"
SPANISH,438,Political and Economic Thought in Latin America/Spain,Section 001 (LEC) Conquest and Capitalism,FA 2020,3,Online,"Nemser,Daniel J"
SPANISH,453,Religion and Culture in the Hispanic World,Section 001 (REC) Aljamiado and Moriscos in Golden-Age Spain,FA 2020,3,Person,"Szpiech,Ryan Wesley"
SPANISH,466,The Modern Spanish Novel II,Section 001 (REC) Memoria e historia en la moderna novela espanola,FA 2020,3,Online,"Sanjines,Javier C"
SPANISH,473,Colonial/Postcolonial Studies in Latin-American Cultures,Section 001 (REC) Latin American Wars (Colonial/Postcolonial Studies in Latin American Cultures),FA 2020,3,Online,"Villalobos Ruminott,Sergio R"
SPANISH,485,Case Studies in Peninsular Spanish and Latin American Literature,"Section 099 (REC) Art, Architecture, and Violence in Latin America",FA 2020,3,Online,"Ferrari,Ludmila"
SPANISH,488,Topics in Hispanic Literature/History/Culture,"Section 002 (REC) Imagenes de protesta: Mexico ?68, Santiago ?73, EE. UU. ?20",FA 2020,3,Online,
SPANISH,488,Topics in Hispanic Literature/History/Culture,Section 004 (REC) Radical Environmental Thinking,FA 2020,3,Online,"Fridman,Federico"
SPANISH,491,Senior Honors Course,Section 001 (IND),FA 2020,3,Online,
SPANISH,101,Elementary Spanish,Section 003 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 007 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 011 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 015 (REC),FA 2020,4,Online,
SPANISH,101,Elementary Spanish,Section 021 (REC),FA 2020,4,Online,
SPANISH,102,Elementary Spanish,Section 001 (REC),FA 2020,4,Online,
SPANISH,102,Elementary Spanish,Section 005 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 002 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 004 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 007 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 012 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 019 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 025 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 029 (REC),FA 2020,4,Online,
SPANISH,103,Review of Elementary Spanish,Section 031 (REC),FA 2020,4,Online,"Piper,Teresa Miles"
SPANISH,231,Second-Year Spanish,Section 001 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 003 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 006 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 008 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 010 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 012 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 014 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 016 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 019 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 022 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 033 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 037 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 039 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 043 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 045 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 052 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 055 (REC),FA 2020,4,Online,
SPANISH,231,Second-Year Spanish,Section 057 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 001 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 003 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 007 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 011 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 014 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 016 (REC) Artefactos y patrimonio cultural,FA 2020,4,Online,"Calixto,Tatiana M"
SPANISH,232,"Second-Year Spanish, Continued",Section 018 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 024 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 027 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 032 (REC) LGBTQA in the Hispanic World: Artistic and Cultural Manifestations,FA 2020,4,Online,"Ramos Silgado,Yeray"
SPANISH,232,"Second-Year Spanish, Continued",Section 036 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 039 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 043 (REC) Artefactos y patrimonio cultural,FA 2020,4,Online,"Calixto,Tatiana M"
SPANISH,232,"Second-Year Spanish, Continued",Section 047 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 049 (REC) The Hispanic World Through Food,FA 2020,4,Online,"Mc Alister II,William Lee"
SPANISH,232,"Second-Year Spanish, Continued",Section 057 (REC) The Hispanic World Through Food,FA 2020,4,Online,"Mc Alister II,William Lee"
SPANISH,232,"Second-Year Spanish, Continued",Section 060 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 067 (REC),FA 2020,4,Online,
SPANISH,232,"Second-Year Spanish, Continued",Section 070 (REC),FA 2020,4,Online,
SPANISH,277,Spanish Grammar and Composition,Section 001 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 004 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 006 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 009 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 013 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 016 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 018 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 021 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 024 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 027 (REC),FA 2020,3,Online,
SPANISH,277,Spanish Grammar and Composition,Section 030 (REC),FA 2020,3,Online,
SPANISH,280,Conversation Through Spanish/Latin American Film,Section 001 (REC) El individuo en comunidad,FA 2020,3,Online,"Freire Hermida, Mar"
SPANISH,280,Conversation Through Spanish/Latin American Film,"Section 003 (REC) RESISTENCIAS POLITICAS, FEMINISTAS E INDIGENAS EN EL CINE HISPANOHABLANTE",FA 2020,3,Online,"Martinez-Acacio Alonso,Maria Elena"
SPANISH,280,Conversation Through Spanish/Latin American Film,"Section 005 (REC) Spanish, Latin American, and U.S. Latinx Science Fiction Film",FA 2020,3,Online,"Sanchez Gumiel,Mario"
SPANISH,283,Spanish for the Professions,Section 002 (REC) Medical,FA 2020,3,Online,"Dorantes,Maria De Lourdes"
SPANISH,287,Written Expression: Achieving Competence,Section 001 (REC),FA 2020,3,Online,"Larrotiz,Isabel"
SPANISH,289,Introduction to Translation,Section 004 (REC),FA 2020,3,Hybrid,"Pollard,Dennis D"
SPANISH,291,Introduction to Catalan Language and Culture,Section 002 (REC),FA 2020,3,Online,"Coll Ramirez,Susanna"
SPANISH,295,"Introduction to Literature, Culture, and the Arts in the Hispanic World",Section 002 (REC),FA 2020,3,Online,
SPANISH,295,"Introduction to Literature, Culture, and the Arts in the Hispanic World",Section 004 (REC),FA 2020,3,Online,"Johnson,Andrew"
SPANISH,298,Introduction to Spanish Linguistics,Section 001 (LEC),FA 2020,3,Online,"Garcia-Amaya,Lorenzo"
SPANISH,313,Contemporary Issues in Spain,Section 001 (REC),FA 2020,3,Online,"De Entrambasaguas-Monsell,Javier"
SPANISH,315,Contemporary Issues in the Caribbean and South America,Section 099 (REC) Domestic Workers in Latin America,FA 2020,3,Online,"Langland,Victoria Ann"
SPANISH,350,Independent Studies,Section 001 (IND),FA 2020,3,Online,
SPANISH,373,Topics in Hispanic Studies,"Section 002 (REC) Writing, Painting, Filming, and Thinking",FA 2020,3,Online,"Fridman,Federico"
SPANISH,381,"Survey of Latin American Literature, I",Section 002 (REC) Colonial Latin American Literature,FA 2020,3,Online,"Verdesio,Gustavo"
SPANISH,385,Race and Ethnicity in the Hispanic World,"Section 002 (REC) Race and ""Blood Purity"" in Medieval Spain",FA 2020,3,Person,"Szpiech,Ryan Wesley"
SPANISH,411,Advanced Syntax,Section 001 (REC),FA 2020,3,Online,"Satterfield,Teresa L"
SPANISH,415,Problems in Language Translation,Section 002 (LEC),FA 2020,3,Online,"Gallego,Olga"
SPANISH,420,Latin American & Latino/a Film Studies,Section 004 (REC) Cine Latinoamericano: Desplazamientos Y Movimientos Sociales,FA 2020,3,Online,"Herrero-Olaizola,Alejandro"
SPANISH,421,Cinema From Spain,Section 003 (REC) Contemporary Cinema from Spain,FA 2020,3,Online,"De Entrambasaguas-Monsell,Javier"
SPANISH,430,Advanced Studies in Hispanic Culture and Society,Section 001 (LEC) Body Writing,FA 2020,3,Online,"Nunez,Sophia"
SPANISH,432,"Gender, Sexuality, and Culture",Section 001 (REC),FA 2020,3,Online,"Russo,Michela"
SPANISH,435,Independent Study,Section 001 (IND),FA 2020,3,Online,
SPANISH,442,Historical Memory and Testimony,Section 001 (LEC) Technologies of historical memory,FA 2020,3,Online,"Villalobos Ruminott,Sergio R"
SPANISH,453,Religion and Culture in the Hispanic World,Section 099 (REC) Aljamiado and Moriscos in Golden-Age Spain,FA 2020,3,Online,"Szpiech,Ryan Wesley"
SPANISH,472,Indigenous Societies,Section 001 (LEC) Indigenous Peoples of the Americas,FA 2020,3,Online,"Verdesio,Gustavo"
SPANISH,485,Case Studies in Peninsular Spanish and Latin American Literature,"Section 003 (REC) Art, Architecture, and Violence in Latin America",FA 2020,3,Hybrid,"Ferrari,Ludmila"
SPANISH,487,Studies in Hispanic Linguistics,Section 001 (REC) Spanish Second Language Phonology,FA 2020,3,Online,"Henriksen,Nicholas Carl"
SPANISH,488,Topics in Hispanic Literature/History/Culture,Section 003 (REC) Early Modern Hispanic Music: la musica de dos orbes,FA 2020,3,Online,"Stein, Louise K"
SPANISH,488,Topics in Hispanic Literature/History/Culture,Section 005 (REC) Radical Environmental Thinking,FA 2020,3,Online,"Fridman,Federico"
SPANISH,492,Senior Honors Course,Section 001 (IND),FA 2020,3,Online,
STATS,125,"Games, Gambling and Coincidences",Section 001 (SEM),FA 2020,3,Hybrid,"Ritov,Yaacov"
STATS,206,Introduction to Data Science,Section 100 (LEC),FA 2020,4,Online,"Deeke,Julie Marie"
STATS,250,Introduction to Statistics and Data Analysis,Section 100 (LEC),FA 2020,4,Online,"Miller, Jack"
STATS,250,Introduction to Statistics and Data Analysis,Section 300 (LEC),FA 2020,4,Online,"Romero,Alicia"
STATS,280,Honors Introduction to Statistics and Data Analysis,Section 001 (LEC),FA 2020,4,Person,"Panigrahi,Snigdha"
STATS,299,Workplace Internship for Undergraduate Statistics Majors,Section 001 (IND),FA 2020,1,Person,
